질환명,링크
습진 [eczema],https://terms.naver.com/entry.naver?docId=927323&cid=51007&categoryId=51007
승모판막 폐쇄 부전증 [mitral regurgitation],https://terms.naver.com/entry.naver?docId=927150&cid=51007&categoryId=51007
승모판막 협착증 [mitral stenosis],https://terms.naver.com/entry.naver?docId=927149&cid=51007&categoryId=51007
시력 감소 [decreased visual acuity],https://terms.naver.com/entry.naver?docId=927565&cid=51007&categoryId=51007
시력 검사 [assessment of visual acuity],https://terms.naver.com/entry.naver?docId=2119533&cid=51007&categoryId=51007
시력교정술 [Vision correction surgery],https://terms.naver.com/entry.naver?docId=6225828&cid=51007&categoryId=51007
시신경손상 [Optic nerve injury],https://terms.naver.com/entry.naver?docId=6225951&cid=51007&categoryId=51007
시신경염 [optic neuritis],https://terms.naver.com/entry.naver?docId=2120076&cid=51007&categoryId=51007
시험관 아기 [in vitro fertilization],https://terms.naver.com/entry.naver?docId=927761&cid=51007&categoryId=51007
식도 조영검사 [esophagography],https://terms.naver.com/entry.naver?docId=927640&cid=51007&categoryId=51007
식도암 [esophageal cancer],https://terms.naver.com/entry.naver?docId=926882&cid=51007&categoryId=51007
식도열공탈장 [Hiatal hernia],https://terms.naver.com/entry.naver?docId=6225899&cid=51007&categoryId=51007
식도염 [esophagitis],https://terms.naver.com/entry.naver?docId=926883&cid=51007&categoryId=51007
식도이완불능증 [Achalasia],https://terms.naver.com/entry.naver?docId=6226021&cid=51007&categoryId=51007
식도정맥류 [esophageal varix],https://terms.naver.com/entry.naver?docId=926884&cid=51007&categoryId=51007
식물인간상태 [vegetative state],https://terms.naver.com/entry.naver?docId=927369&cid=51007&categoryId=51007
식욕 부진 [anorexia],https://terms.naver.com/entry.naver?docId=927549&cid=51007&categoryId=51007
식욕 증가 [increased appetite],https://terms.naver.com/entry.naver?docId=927567&cid=51007&categoryId=51007
식은땀 [cold sweat],https://terms.naver.com/entry.naver?docId=927498&cid=51007&categoryId=51007
식이 요법 [diet therapy],https://terms.naver.com/entry.naver?docId=927806&cid=51007&categoryId=51007
"식중독 및 장염 [food poisoning, gastroenteritis]",https://terms.naver.com/entry.naver?docId=926743&cid=51007&categoryId=51007
신경 치료 [endodontic treatment],https://terms.naver.com/entry.naver?docId=927736&cid=51007&categoryId=51007
신경근병증 [radiculopathy],https://terms.naver.com/entry.naver?docId=926586&cid=51007&categoryId=51007
신경매독 [neurosyphilis],https://terms.naver.com/entry.naver?docId=926689&cid=51007&categoryId=51007
"신경섬유종증 제 1형 [neurofibromatosis, neurofibromatosis type 1]",https://terms.naver.com/entry.naver?docId=926660&cid=51007&categoryId=51007
신경성 식욕부진증 [anorexia nervosa],https://terms.naver.com/entry.naver?docId=926918&cid=51007&categoryId=51007
신경성형술 [Neuroplasty],https://terms.naver.com/entry.naver?docId=6225883&cid=51007&categoryId=51007
신경인성 방광 [neurogenic bladder],https://terms.naver.com/entry.naver?docId=926640&cid=51007&categoryId=51007
신경차단교근축소술 [Masseter muscle reduction using radiofrequency rhizotomy],https://terms.naver.com/entry.naver?docId=6225756&cid=51007&categoryId=51007
신경차단술 [Nerve block],https://terms.naver.com/entry.naver?docId=6225743&cid=51007&categoryId=51007
신경초종 [Schwannoma],https://terms.naver.com/entry.naver?docId=6226093&cid=51007&categoryId=51007
신경총병증 [plexopathy],https://terms.naver.com/entry.naver?docId=926597&cid=51007&categoryId=51007
신경통 [neuralgia],https://terms.naver.com/entry.naver?docId=2119576&cid=51007&categoryId=51007
신부전 [Renal failure],https://terms.naver.com/entry.naver?docId=6226034&cid=51007&categoryId=51007
신생아 패혈증 [neonatal sepsis],https://terms.naver.com/entry.naver?docId=927161&cid=51007&categoryId=51007
신생아 황달 [neonatal jaundice],https://terms.naver.com/entry.naver?docId=926661&cid=51007&categoryId=51007
신생아배꼽육아종 [Neonatal umbilical granuloma],https://terms.naver.com/entry.naver?docId=6225902&cid=51007&categoryId=51007
신생아비듬 [Neonatal dandruff],https://terms.naver.com/entry.naver?docId=6225853&cid=51007&categoryId=51007
신생아사경 [Torticollis],https://terms.naver.com/entry.naver?docId=6225996&cid=51007&categoryId=51007
신생아입술물집 [Lip blisters in newborns],https://terms.naver.com/entry.naver?docId=6225887&cid=51007&categoryId=51007
신생아코막힘 [Stuffy nose in newborns],https://terms.naver.com/entry.naver?docId=6226077&cid=51007&categoryId=51007
신생아턱떨림 [Neonatal chin twitching],https://terms.naver.com/entry.naver?docId=6225774&cid=51007&categoryId=51007
"신우암 [renal pelvic cancer, Renal pelvis tumor]",https://terms.naver.com/entry.naver?docId=2120088&cid=51007&categoryId=51007
신장 결핵 [renal tuberculosis],https://terms.naver.com/entry.naver?docId=927057&cid=51007&categoryId=51007
신장 기능 검사 [renal function test],https://terms.naver.com/entry.naver?docId=927665&cid=51007&categoryId=51007
신장 이식 [kidney transplantation],https://terms.naver.com/entry.naver?docId=927792&cid=51007&categoryId=51007
신장분사치료 [Cryotherapy],https://terms.naver.com/entry.naver?docId=6225865&cid=51007&categoryId=51007
신장암 [renal cell carcinoma],https://terms.naver.com/entry.naver?docId=926943&cid=51007&categoryId=51007
"신종 인플루엔자 A(H1N1) [novel swine-origin influenza A(H1N1), Influenza A(H1N1) pdm09]",https://terms.naver.com/entry.naver?docId=927016&cid=51007&categoryId=51007
"신종 폐질환 [Humidifier Disinfectant-Associated Lung Disease, Humidifier Disinfectant-Associated Interstitial Lung Disease]",https://terms.naver.com/entry.naver?docId=2120089&cid=51007&categoryId=51007
신증후군 [nephrotic syndrome],https://terms.naver.com/entry.naver?docId=926944&cid=51007&categoryId=51007
신증후성 출혈열 [hemorrhagic fever with renal syndrome],https://terms.naver.com/entry.naver?docId=926603&cid=51007&categoryId=51007
실독증 [alexia],https://terms.naver.com/entry.naver?docId=927370&cid=51007&categoryId=51007
실명 [blindness],https://terms.naver.com/entry.naver?docId=927584&cid=51007&categoryId=51007
실신 [syncope],https://terms.naver.com/entry.naver?docId=927371&cid=51007&categoryId=51007
실어증 [aphasia],https://terms.naver.com/entry.naver?docId=927372&cid=51007&categoryId=51007
실인증 [agnosia],https://terms.naver.com/entry.naver?docId=927373&cid=51007&categoryId=51007
실행증 [apraxia],https://terms.naver.com/entry.naver?docId=927374&cid=51007&categoryId=51007
"심계항진 [palpitation, 心悸亢進]",https://terms.naver.com/entry.naver?docId=927521&cid=51007&categoryId=51007
심근경색증 [myocardial infarction],https://terms.naver.com/entry.naver?docId=926910&cid=51007&categoryId=51007
심근염 [myocarditis],https://terms.naver.com/entry.naver?docId=927254&cid=51007&categoryId=51007
심근증 [cardiomyopathy],https://terms.naver.com/entry.naver?docId=927342&cid=51007&categoryId=51007
심리 치료 [psychotherapy],https://terms.naver.com/entry.naver?docId=927816&cid=51007&categoryId=51007
"심방 세동 및 심방 조동 [atrial fibrillation, AF, atrial flutter, AFL]",https://terms.naver.com/entry.naver?docId=926911&cid=51007&categoryId=51007
심방 중격 결손증 [atrial septal defect],https://terms.naver.com/entry.naver?docId=926999&cid=51007&categoryId=51007
심방세동 [Atrial fibrillation],https://terms.naver.com/entry.naver?docId=6226040&cid=51007&categoryId=51007
심부전 [heart failure],https://terms.naver.com/entry.naver?docId=926912&cid=51007&categoryId=51007
심부정맥 혈전증 [deep vein thrombosis],https://terms.naver.com/entry.naver?docId=927179&cid=51007&categoryId=51007
심실 중격 결손증 [ventricular septal defect],https://terms.naver.com/entry.naver?docId=927010&cid=51007&categoryId=51007
심실빈맥 [Ventricular tachycardia],https://terms.naver.com/entry.naver?docId=6225937&cid=51007&categoryId=51007
심실세동 [Ventricular fibrillation],https://terms.naver.com/entry.naver?docId=6226009&cid=51007&categoryId=51007
심장 마사지 [cardiac massage],https://terms.naver.com/entry.naver?docId=927842&cid=51007&categoryId=51007
심장 비대 [cardiomegaly],https://terms.naver.com/entry.naver?docId=927305&cid=51007&categoryId=51007
심장 이식 [heart transplantation],https://terms.naver.com/entry.naver?docId=927788&cid=51007&categoryId=51007
심장 자기공명영상 [cardiac magnetic resonance imaging],https://terms.naver.com/entry.naver?docId=927623&cid=51007&categoryId=51007
심장 전산화 단층촬영 [cardiac computed tomography],https://terms.naver.com/entry.naver?docId=927615&cid=51007&categoryId=51007
심장 중격의 선천성 기형 [congenital malformations of cardiac septa],https://terms.naver.com/entry.naver?docId=927320&cid=51007&categoryId=51007
심장 초음파 [echocardiography],https://terms.naver.com/entry.naver?docId=2119530&cid=51007&categoryId=51007
심장판막증 [valvular heart disease],https://terms.naver.com/entry.naver?docId=927347&cid=51007&categoryId=51007
심전도 검사 [electrocardiography],https://terms.naver.com/entry.naver?docId=2119573&cid=51007&categoryId=51007
심폐소생술 [cardiopulmonary resuscitation],https://terms.naver.com/entry.naver?docId=2119718&cid=51007&categoryId=51007
심혈관계 질환 [cardiovascular disease],https://terms.naver.com/entry.naver?docId=927349&cid=51007&categoryId=51007
십이지장 용종 [Duodenal polyp],https://terms.naver.com/entry.naver?docId=6226109&cid=51007&categoryId=51007
십이지장궤양 [duodenal ulcer],https://terms.naver.com/entry.naver?docId=926885&cid=51007&categoryId=51007
십이지장암 [duodenal cancer],https://terms.naver.com/entry.naver?docId=2119742&cid=51007&categoryId=51007
십이지장염 [Duodenitis],https://terms.naver.com/entry.naver?docId=6225932&cid=51007&categoryId=51007
십자인대 손상 [cruciate ligament injury],https://terms.naver.com/entry.naver?docId=5749201&cid=51007&categoryId=51007
쌍꺼풀 수술 [double eyelid operation],https://terms.naver.com/entry.naver?docId=927782&cid=51007&categoryId=51007
아나필락시스 [anaphylaxis],https://terms.naver.com/entry.naver?docId=927112&cid=51007&categoryId=51007
아린감 [tingling],https://terms.naver.com/entry.naver?docId=927407&cid=51007&categoryId=51007
아스퍼거 장애 [asperger disorder],https://terms.naver.com/entry.naver?docId=927183&cid=51007&categoryId=51007
아연결핍증 [zinc deficiency],https://terms.naver.com/entry.naver?docId=927239&cid=51007&categoryId=51007
아킬레스건염 [Achilles tendinitis],https://terms.naver.com/entry.naver?docId=6226050&cid=51007&categoryId=51007
아킬레스건파열 [Achilles tendon rupture],https://terms.naver.com/entry.naver?docId=6225964&cid=51007&categoryId=51007
아토피 피부염 [atopic dermatitis],https://terms.naver.com/entry.naver?docId=926969&cid=51007&categoryId=51007
아폴로눈병 [acute hemorrhagic conjunctivitis],https://terms.naver.com/entry.naver?docId=926959&cid=51007&categoryId=51007
악성 뇌교종 [malignant glioma],https://terms.naver.com/entry.naver?docId=926657&cid=51007&categoryId=51007
악성 흑색종 [malignant melanoma],https://terms.naver.com/entry.naver?docId=926795&cid=51007&categoryId=51007
악안면 수술 [maxillofacial surgery],https://terms.naver.com/entry.naver?docId=927777&cid=51007&categoryId=51007
안검내반 [Entropion],https://terms.naver.com/entry.naver?docId=6226030&cid=51007&categoryId=51007
안검염 [Blepharitis],https://terms.naver.com/entry.naver?docId=6226014&cid=51007&categoryId=51007
안과검사 [Ophthalmic exam],https://terms.naver.com/entry.naver?docId=6225837&cid=51007&categoryId=51007
안구건조증 [dry eye syndrome],https://terms.naver.com/entry.naver?docId=926960&cid=51007&categoryId=51007
안구돌출 [Exophthalmos],https://terms.naver.com/entry.naver?docId=6225942&cid=51007&categoryId=51007
안구돌출수술 [Exophthalmos surgery],https://terms.naver.com/entry.naver?docId=6225803&cid=51007&categoryId=51007
안구진탕 [nystagmus],https://terms.naver.com/entry.naver?docId=927531&cid=51007&categoryId=51007
안면 신경마비 [facial nerve palsy],https://terms.naver.com/entry.naver?docId=927387&cid=51007&categoryId=51007
안면 윤곽 수술 [facial bone contouring surgery],https://terms.naver.com/entry.naver?docId=927778&cid=51007&categoryId=51007
안면마비 [Facial palsy],https://terms.naver.com/entry.naver?docId=5749219&cid=51007&categoryId=51007
안면비대칭 [Facial asymmetry],https://terms.naver.com/entry.naver?docId=6226038&cid=51007&categoryId=51007
안면실인증 [prosopagnosia],https://terms.naver.com/entry.naver?docId=2120090&cid=51007&categoryId=51007
안면홍조 [hot flush],https://terms.naver.com/entry.naver?docId=927558&cid=51007&categoryId=51007
안부 대상포진 [herpes zoster opthalmicus],https://terms.naver.com/entry.naver?docId=927301&cid=51007&categoryId=51007
안와 골절 [orbital wall fracture],https://terms.naver.com/entry.naver?docId=2119749&cid=51007&categoryId=51007
안저 검사 [fundus examination],https://terms.naver.com/entry.naver?docId=2119534&cid=51007&categoryId=51007
안진 [nystagmus],https://terms.naver.com/entry.naver?docId=927375&cid=51007&categoryId=51007
알레르기 검사 [tests for allergic diseases],https://terms.naver.com/entry.naver?docId=927694&cid=51007&categoryId=51007
알레르기 결막염 [allergic conjunctivitis],https://terms.naver.com/entry.naver?docId=927138&cid=51007&categoryId=51007
알레르기 비염 [allergic rhinitis],https://terms.naver.com/entry.naver?docId=926970&cid=51007&categoryId=51007
알츠하이머병 [alzheimer's disease],https://terms.naver.com/entry.naver?docId=926690&cid=51007&categoryId=51007
알코올 사용 장애 [alcohol use disorder],https://terms.naver.com/entry.naver?docId=926925&cid=51007&categoryId=51007
알코올성 간 질환 [alcoholic liver disease],https://terms.naver.com/entry.naver?docId=926886&cid=51007&categoryId=51007
알코올성치매 [Alcohol-related dementia],https://terms.naver.com/entry.naver?docId=6226094&cid=51007&categoryId=51007
알코올유도성치매 [Alcohol-related dementia],https://terms.naver.com/entry.naver?docId=6225730&cid=51007&categoryId=51007
알파태아단백 [α-fetoprotein],https://terms.naver.com/entry.naver?docId=927682&cid=51007&categoryId=51007
알포트 증후군 [Alport syndrome],https://terms.naver.com/entry.naver?docId=927058&cid=51007&categoryId=51007
암 [cancer],https://terms.naver.com/entry.naver?docId=927325&cid=51007&categoryId=51007
암경험자 건강체중 관리 [Weight Management for Cancer survivor],https://terms.naver.com/entry.naver?docId=5749199&cid=51007&categoryId=51007
암경험자 만성질환 관리 [Chronic Disease Management for Cancer survivor],https://terms.naver.com/entry.naver?docId=5749197&cid=51007&categoryId=51007
암경험자 이차암 검진 [Cancer screening for Cancer survivor],https://terms.naver.com/entry.naver?docId=5749198&cid=51007&categoryId=51007
암경험자 치료 후 합병증 관리 [Complication Management for Cancer survivor],https://terms.naver.com/entry.naver?docId=5749207&cid=51007&categoryId=51007
암경험자를 위한 건강행동습관 [Health behaviors for cancer survivors],https://terms.naver.com/entry.naver?docId=5749212&cid=51007&categoryId=51007
암성 통증 [cancer pain],https://terms.naver.com/entry.naver?docId=927535&cid=51007&categoryId=51007
압박골절 [compression fracture],https://terms.naver.com/entry.naver?docId=2119765&cid=51007&categoryId=51007
애성 [hoarseness],https://terms.naver.com/entry.naver?docId=927388&cid=51007&categoryId=51007
액취증 [osmidrosis axillae],https://terms.naver.com/entry.naver?docId=926822&cid=51007&categoryId=51007
야경증 [sleep terror disorder],https://terms.naver.com/entry.naver?docId=926926&cid=51007&categoryId=51007
야뇨증 [enuresis],https://terms.naver.com/entry.naver?docId=927014&cid=51007&categoryId=51007
야맹증 [night blindness],https://terms.naver.com/entry.naver?docId=927139&cid=51007&categoryId=51007
약물 알레르기 [drug allergy],https://terms.naver.com/entry.naver?docId=926971&cid=51007&categoryId=51007
약물 중독 [drug intoxication],https://terms.naver.com/entry.naver?docId=2119752&cid=51007&categoryId=51007
약물과용 두통 [medication overuse headache],https://terms.naver.com/entry.naver?docId=926691&cid=51007&categoryId=51007
약시 [amblyopia],https://terms.naver.com/entry.naver?docId=926961&cid=51007&categoryId=51007
양막 파수 [rupture of membrane],https://terms.naver.com/entry.naver?docId=927480&cid=51007&categoryId=51007
양성 뇌종양 [benign encephaloma],https://terms.naver.com/entry.naver?docId=927321&cid=51007&categoryId=51007
양성자세현훈 [benign paroxysmal positional vertigo],https://terms.naver.com/entry.naver?docId=926692&cid=51007&categoryId=51007
양수 검사 [amniocentesis],https://terms.naver.com/entry.naver?docId=2119523&cid=51007&categoryId=51007
양수색전증 [Amniotic fluid embolism],https://terms.naver.com/entry.naver?docId=6226097&cid=51007&categoryId=51007
양악수술 [double jaw surgery],https://terms.naver.com/entry.naver?docId=2119732&cid=51007&categoryId=51007
양전자 단층촬영 [positron emission tomography],https://terms.naver.com/entry.naver?docId=927652&cid=51007&categoryId=51007
어깨 통증 [shoulder pain],https://terms.naver.com/entry.naver?docId=927504&cid=51007&categoryId=51007
어깨관절 재발성 탈구 [recurrent dislocation of shoulder],https://terms.naver.com/entry.naver?docId=2119767&cid=51007&categoryId=51007
어깨관절와순파열 [Shoulder labrum tear],https://terms.naver.com/entry.naver?docId=6225736&cid=51007&categoryId=51007
어깨염증 [Shoulder inflammation],https://terms.naver.com/entry.naver?docId=6225958&cid=51007&categoryId=51007
어깨충돌증후군 [Shoulder impingement syndrome],https://terms.naver.com/entry.naver?docId=6226074&cid=51007&categoryId=51007
어루러기 [pityriasis versicolor],https://terms.naver.com/entry.naver?docId=926796&cid=51007&categoryId=51007
어린선 [ichthyosis],https://terms.naver.com/entry.naver?docId=927312&cid=51007&categoryId=51007
어지럼증 [dizziness],https://terms.naver.com/entry.naver?docId=927376&cid=51007&categoryId=51007
언어 치료 [speech language pathology],https://terms.naver.com/entry.naver?docId=927813&cid=51007&categoryId=51007
얼굴 주름 제거 성형술 [face lift],https://terms.naver.com/entry.naver?docId=2119715&cid=51007&categoryId=51007
얼굴떨림 [facial spasm],https://terms.naver.com/entry.naver?docId=927377&cid=51007&categoryId=51007
얼렌 증후군 [irlen syndrome],https://terms.naver.com/entry.naver?docId=927278&cid=51007&categoryId=51007
에드워드 증후군 [edwards syndrome],https://terms.naver.com/entry.naver?docId=927119&cid=51007&categoryId=51007
에디슨병 [Addison’s disease],https://terms.naver.com/entry.naver?docId=926839&cid=51007&categoryId=51007
에볼라 출혈열 [ebola hemorrhagic fever],https://terms.naver.com/entry.naver?docId=927238&cid=51007&categoryId=51007
에스트로겐결핍증후군 [Estrogen deficiency],https://terms.naver.com/entry.naver?docId=6225720&cid=51007&categoryId=51007
에크린 한선 장애 [eccrine sweat disorders],https://terms.naver.com/entry.naver?docId=927333&cid=51007&categoryId=51007
여드름 [acne],https://terms.naver.com/entry.naver?docId=926797&cid=51007&categoryId=51007
여성 불임 수술 [surgery for female infertility],https://terms.naver.com/entry.naver?docId=927864&cid=51007&categoryId=51007
여성 호르몬 요법 [postmenopausal hormonal therapy],https://terms.naver.com/entry.naver?docId=927772&cid=51007&categoryId=51007
여성생식기의 용종 [polyp of female genital tract],https://terms.naver.com/entry.naver?docId=927334&cid=51007&categoryId=51007
여성형 유방 [gynecomastia],https://terms.naver.com/entry.naver?docId=927153&cid=51007&categoryId=51007
여성호르몬수치 [Normal estrogen levels],https://terms.naver.com/entry.naver?docId=6225926&cid=51007&categoryId=51007
여행자설사 [traveler’s diarrhea],https://terms.naver.com/entry.naver?docId=926602&cid=51007&categoryId=51007
역류성 식도염 [reflux esophagitis],https://terms.naver.com/entry.naver?docId=927169&cid=51007&categoryId=51007
연골막염 [Perichondritis],https://terms.naver.com/entry.naver?docId=6225879&cid=51007&categoryId=51007
연극성 인격장애 [histrionic personality disorder],https://terms.naver.com/entry.naver?docId=927275&cid=51007&categoryId=51007
연성 섬유종 [soft fibroma],https://terms.naver.com/entry.naver?docId=927095&cid=51007&categoryId=51007
연어반 [Salmon patch],https://terms.naver.com/entry.naver?docId=6225990&cid=51007&categoryId=51007
연축성발성장애 [Spasmodic dysphonia],https://terms.naver.com/entry.naver?docId=6225920&cid=51007&categoryId=51007
연하곤란 [dysphagia],https://terms.naver.com/entry.naver?docId=927427&cid=51007&categoryId=51007
연하치료 [Swallowing therapy],https://terms.naver.com/entry.naver?docId=6225869&cid=51007&categoryId=51007
연하통 [odynophagia],https://terms.naver.com/entry.naver?docId=927543&cid=51007&categoryId=51007
열과민증 [heat intolerance],https://terms.naver.com/entry.naver?docId=927570&cid=51007&categoryId=51007
열사병 [heat stroke],https://terms.naver.com/entry.naver?docId=927302&cid=51007&categoryId=51007
열성 경련 [febrile seizure],https://terms.naver.com/entry.naver?docId=926662&cid=51007&categoryId=51007
염색체 검사 [chromosome analysis],https://terms.naver.com/entry.naver?docId=927662&cid=51007&categoryId=51007
염좌 [distortion],https://terms.naver.com/entry.naver?docId=926828&cid=51007&categoryId=51007
염증성 질염 [inflammatory vaginitis],https://terms.naver.com/entry.naver?docId=927007&cid=51007&categoryId=51007
영아 산통 [infantile colic],https://terms.naver.com/entry.naver?docId=927044&cid=51007&categoryId=51007
영아꼬리뼈함몰 [Sacral dimples],https://terms.naver.com/entry.naver?docId=6225811&cid=51007&categoryId=51007
영아돌연사증후군 [Sudden infant death syndrome],https://terms.naver.com/entry.naver?docId=6225905&cid=51007&categoryId=51007
영양실조 [malnutrition],https://terms.naver.com/entry.naver?docId=927233&cid=51007&categoryId=51007
영유아가래 [Sputum in children],https://terms.naver.com/entry.naver?docId=6225737&cid=51007&categoryId=51007
영유아구토 [Vomiting in children],https://terms.naver.com/entry.naver?docId=6225753&cid=51007&categoryId=51007
영유아기저귀발진 [Diaper rash],https://terms.naver.com/entry.naver?docId=6225831&cid=51007&categoryId=51007
영유아기침 [Cough in children],https://terms.naver.com/entry.naver?docId=6225754&cid=51007&categoryId=51007
영유아녹변 [Green stool in children],https://terms.naver.com/entry.naver?docId=6225777&cid=51007&categoryId=51007
영유아두드러기 [Urticaria in children],https://terms.naver.com/entry.naver?docId=6225884&cid=51007&categoryId=51007
영유아변비 [Constipation in children],https://terms.naver.com/entry.naver?docId=6225804&cid=51007&categoryId=51007
영유아설사 [Diarrhea in children],https://terms.naver.com/entry.naver?docId=6225807&cid=51007&categoryId=51007
영유아수두 [Chicken pox in children],https://terms.naver.com/entry.naver?docId=6225758&cid=51007&categoryId=51007
영유아수족구병 [Hand-foot-mouth disease],https://terms.naver.com/entry.naver?docId=6225849&cid=51007&categoryId=51007
영유아응급상황 [Emergency situation in children],https://terms.naver.com/entry.naver?docId=6225761&cid=51007&categoryId=51007
영유아장염 [Gastroenteritis in children],https://terms.naver.com/entry.naver?docId=6225786&cid=51007&categoryId=51007
영유아콧물 [Rhinorrhea in children],https://terms.naver.com/entry.naver?docId=6225785&cid=51007&categoryId=51007
영유아화상 [Burns in children],https://terms.naver.com/entry.naver?docId=6225735&cid=51007&categoryId=51007
영유아황달 [Jaundice in children],https://terms.naver.com/entry.naver?docId=6225766&cid=51007&categoryId=51007
옐로우 레이저 [dual yellow laser],https://terms.naver.com/entry.naver?docId=927867&cid=51007&categoryId=51007
오로 [lochia],https://terms.naver.com/entry.naver?docId=927474&cid=51007&categoryId=51007
오목가슴 [funnel chest],https://terms.naver.com/entry.naver?docId=927540&cid=51007&categoryId=51007
오스굿슐라터병 [osgood-schlatter disease],https://terms.naver.com/entry.naver?docId=2119762&cid=51007&categoryId=51007
오십견 [frozen shoulder],https://terms.naver.com/entry.naver?docId=926767&cid=51007&categoryId=51007
오한 [chills],https://terms.naver.com/entry.naver?docId=927499&cid=51007&categoryId=51007
온도알레르기 [Cholinergic urticaria],https://terms.naver.com/entry.naver?docId=6225867&cid=51007&categoryId=51007
옴 [scabies],https://terms.naver.com/entry.naver?docId=926798&cid=51007&categoryId=51007
옻중독 [lacquer poison],https://terms.naver.com/entry.naver?docId=926799&cid=51007&categoryId=51007
외계인 손 증후군 [alien hand syndrome],https://terms.naver.com/entry.naver?docId=927176&cid=51007&categoryId=51007
외비 기형 [deformity of nose],https://terms.naver.com/entry.naver?docId=927009&cid=51007&categoryId=51007
외상 후 격분장애 [post-traumatic embitterment disorder],https://terms.naver.com/entry.naver?docId=2120091&cid=51007&categoryId=51007
"외상 후 스트레스 장애 [post traumatic stress disorder, post-traumatic stress disorder]",https://terms.naver.com/entry.naver?docId=926927&cid=51007&categoryId=51007
외상성 고관절탈구 [dislocation of the hip],https://terms.naver.com/entry.naver?docId=926761&cid=51007&categoryId=51007
외상성 고막의 천공 [traumatic tympanic membrane perforation],https://terms.naver.com/entry.naver?docId=926752&cid=51007&categoryId=51007
외안의 이물 [extraocular foreign body],https://terms.naver.com/entry.naver?docId=926962&cid=51007&categoryId=51007
외음육아종성열상 [Posterior fourchette fissure],https://terms.naver.com/entry.naver?docId=6225827&cid=51007&categoryId=51007
외이도염 [otitis externa],https://terms.naver.com/entry.naver?docId=926753&cid=51007&categoryId=51007
요검사 [urinalysis],https://terms.naver.com/entry.naver?docId=927674&cid=51007&categoryId=51007
요관 스텐트 [antegrade ureteral stent placement],https://terms.naver.com/entry.naver?docId=927829&cid=51007&categoryId=51007
요도염 [urethritis],https://terms.naver.com/entry.naver?docId=926641&cid=51007&categoryId=51007
요도하열 [Hypospadias],https://terms.naver.com/entry.naver?docId=6226088&cid=51007&categoryId=51007
요도협착 [urethral stricture],https://terms.naver.com/entry.naver?docId=2119737&cid=51007&categoryId=51007
요독증 [uremia],https://terms.naver.com/entry.naver?docId=927495&cid=51007&categoryId=51007
요로감염증 [urinary tract infection],https://terms.naver.com/entry.naver?docId=927354&cid=51007&categoryId=51007
요로결석 [urinary stone],https://terms.naver.com/entry.naver?docId=926642&cid=51007&categoryId=51007
요붕증 [diabetes insipidus],https://terms.naver.com/entry.naver?docId=927039&cid=51007&categoryId=51007
요석 분석 [urinary stone analysis],https://terms.naver.com/entry.naver?docId=927677&cid=51007&categoryId=51007
요시험지봉 검사 [urine reagent strip test],https://terms.naver.com/entry.naver?docId=927675&cid=51007&categoryId=51007
요실금 [urinary incontinence],https://terms.naver.com/entry.naver?docId=927441&cid=51007&categoryId=51007
요실금 수술 [incontinence surgery],https://terms.naver.com/entry.naver?docId=927713&cid=51007&categoryId=51007
요추 염좌 [lumbar sprain],https://terms.naver.com/entry.naver?docId=2119763&cid=51007&categoryId=51007
요추 천자 [lumbar puncture],https://terms.naver.com/entry.naver?docId=927711&cid=51007&categoryId=51007
요침사 검사 [urine sediment analysis],https://terms.naver.com/entry.naver?docId=927676&cid=51007&categoryId=51007
요통 [low back pain],https://terms.naver.com/entry.naver?docId=927536&cid=51007&categoryId=51007
요흔성부종 [Pitting edema],https://terms.naver.com/entry.naver?docId=6225912&cid=51007&categoryId=51007
욕창 [pressure sore],https://terms.naver.com/entry.naver?docId=927129&cid=51007&categoryId=51007
용혈성 빈혈 [hemolytic anemia],https://terms.naver.com/entry.naver?docId=927059&cid=51007&categoryId=51007
용혈성 수혈 부작용 [hemolytic transfusion reaction],https://terms.naver.com/entry.naver?docId=927506&cid=51007&categoryId=51007
용혈성요독증후군 [Hemolytic uremic syndrome],https://terms.naver.com/entry.naver?docId=6225885&cid=51007&categoryId=51007
우울장애 [depressive disorder],https://terms.naver.com/entry.naver?docId=926928&cid=51007&categoryId=51007
운동 유발 기관지 수축 [exercise induced bronchospasm],https://terms.naver.com/entry.naver?docId=927514&cid=51007&categoryId=51007
운동 처방 [exercise prescription],https://terms.naver.com/entry.naver?docId=927608&cid=51007&categoryId=51007
운동 치료 [therapeutic exercise],https://terms.naver.com/entry.naver?docId=927723&cid=51007&categoryId=51007
울혈성심부전 [Congestive heart failure],https://terms.naver.com/entry.naver?docId=6226000&cid=51007&categoryId=51007
웃음 치료 [laughter therapy],https://terms.naver.com/entry.naver?docId=927817&cid=51007&categoryId=51007
원 푸드 다이어트 [one food diet],https://terms.naver.com/entry.naver?docId=927807&cid=51007&categoryId=51007
원추각막 [keratoconus],https://terms.naver.com/entry.naver?docId=927141&cid=51007&categoryId=51007
원형 탈모증 [alopecia areata],https://terms.naver.com/entry.naver?docId=926800&cid=51007&categoryId=51007
월경 [menstruation],https://terms.naver.com/entry.naver?docId=927592&cid=51007&categoryId=51007
월경전 증후군 [premenstrual syndrome],https://terms.naver.com/entry.naver?docId=2120082&cid=51007&categoryId=51007
월경통 [dysmenorrhea],https://terms.naver.com/entry.naver?docId=926582&cid=51007&categoryId=51007
위 조영검사 [upper gastrointestinal series],https://terms.naver.com/entry.naver?docId=927638&cid=51007&categoryId=51007
