label,text
류머티즘 관절염,"류마티스 관절염의 징후와 증상은 다음과 같습니다: 부드럽고 따뜻하며 부어오른 관절, 주로 아침이나 활동하지 않은 후에 심해지는 관절 경직, 피로, 발열, 식욕 부진 등이 있습니다. 초기 류마티스 관절염은 주로 손가락과 손을 연결하는 관절, 발가락과 발을 연결하는 관절 등 작은 관절에 먼저 영향을 미칩니다. 질병이 진행됨에 따라 증상은 손목, 무릎, 발목, 팔꿈치, 엉덩이, 어깨로 퍼질 수 있습니다. 대부분의 경우, 증상은 신체 양쪽의 같은 관절에서 발생합니다. 류마티스 관절염 환자의 약 40%는 관절 외에도 다른 부위에서 증상이 나타날 수 있습니다. 영향을 받을 수 있는 부위로는 피부, 눈, 폐, 심장, 신장, 침샘, 신경 조직, 골수, 혈관 등이 있습니다. 류마티스 관절염의 징후와 증상은 심각도가 다양할 수 있으며, 증상이 나타났다 사라지는 경우도 있습니다. 질병 활동이 증가하는 시기를 '악화기'라고 하며, 부기와 통증이 줄어들거나 사라지는 '관해기'와 번갈아 나타납니다. 시간이 지나면 류마티스 관절염"
말라리아,저는 정말 아프고 있습니다. 열이 나고 오한이 있으며 구토와 심한 가려움증이 있습니다. 두통이 있고 땀도 많이 흘리고 있습니다. 메스꺼움을 느끼고 근육통도 있습니다.
약물 반응,집중하기가 어렵고 머리가 맑지 않습니다. 기억하는 데 어려움을 겪고 자주 잊어버립니다.
편평세포암,"피부의 편평세포암은 주로 두피, 손등, 귀, 입술 등 햇볕에 노출되는 부위에서 가장 흔하게 발생합니다. 그러나 신체 어디에서나 발생할 수 있으며, 입 안, 발바닥, 생식기에도 나타날 수 있습니다. 피부 편평세포암의 징후와 증상으로는 다음과 같은 것들이 있습니다: - 단단하고 붉은 결절 - 비늘 모양의 껍질이 있는 평평한 상처 - 오래된 흉터나 궤양 위에 새롭게 생긴 상처나 융기된 부위 - 입술에 생긴 거칠고 비늘 모양의 반점이 열려 있는 상처로 발전할 수 있음 - 입 안의 붉은 상처나 거친 반점 - 항문이나 생식기에 생긴 붉고 융기된 반점이나 사마귀 같은 상처 이러한 증상이 나타나면 즉시 의료 전문가의 진료를 받는 것이 중요합니다."
건선,"팔, 다리, 그리고 등에 피부가 많이 벗겨지고 발진이 생기고 있습니다. 또한 관절 통증도 있습니다."
정맥류,다리가 부어오르고 짙은 보라색 정맥이 나타난 것을 발견했습니다. 통증은 없지만 걱정이 됩니다.
성장판 골절,"성장판 골절은 주로 손가락, 팔뚝, 하퇴부의 뼈에서 발생합니다. 성장판 골절의 징후와 증상으로는 다음과 같은 것들이 있습니다: 성장판에 압력이 가해질 때 특히 심한 통증과 압통, 영향을 받은 부위를 움직이거나 해당 사지에 체중이나 압력을 가할 수 없는 경우, 관절 근처 뼈 끝부분의 따뜻함과 부기. 의사를 찾아야 할 때 골절이 의심되면 자녀를 의사에게 데려가 검사를 받도록 하세요. 또한 자녀의 팔이나 다리에 눈에 띄는 변형이 보이거나 지속적인 통증으로 인해 운동을 하기 어려워하는 경우에도 평가를 받도록 하세요."
경추 척추증,허리 통증과 기침이 있으며 근육이 약해지는 느낌이 듭니다. 목이 아프고 어지러움과 균형 잡기가 어려운 증상도 있습니다.
진균 감염,"최근에 몸이 많이 가려웠고, 온몸에 발진이 생겼습니다. 또한 피부색이 정상적이지 않은 부위도 있으며, 딱딱한 혹 같은 것도 느껴집니다."
폐렴,"며칠 전부터 몸이 많이 안 좋습니다. 고열이 나고 숨이 가쁘며, 가래가 많이 나옵니다. 또한 땀이 나고 오한이 있으며, 매우 피곤합니다."
고혈압,"어지러움과 현기증을 느끼고 있으며, 균형을 잡는 데 어려움이 있습니다. 또한 집중력과 주의력이 떨어진 것을 느끼고 있습니다."
폐렴,땀이 나고 숨이 가빠요. 목에 가래가 가득 차고 기분이 정말 안 좋아요. 심장이 빠르게 뛰고 가슴이 아파요. 끈적끈적한 갈색 가래를 기침으로 뱉어내고 있어요.
당뇨병,시력이 흐려지고 점점 악화되고 있습니다. 항상 피곤하고 가끔 어지럽고 현기증이 납니다.
알레르기,"목이 아프고 계속 재채기를 하고 있습니다. 가끔 얼굴이 붓는데, 특히 입술과 눈 주변이 부어오릅니다. 재채기를 시작하면 멈출 수가 없습니다."
혈우병,"혈우병의 증상은 혈액 응고 인자의 수준에 따라 다르게 나타납니다. 응고 인자의 수치가 약간 낮다면 수술이나 외상 후에만 출혈이 발생할 수 있습니다. 하지만 결핍이 심한 경우, 별다른 이유 없이 쉽게 출혈이 발생할 수 있습니다. 자발적인 출혈의 징후와 증상으로는 다음과 같은 것들이 있습니다: - 상처나 부상, 수술 또는 치과 치료 후 설명할 수 없는 과도한 출혈 - 크고 깊은 멍이 많이 생김 - 예방 접종 후 비정상적인 출혈 - 관절의 통증, 부기 또는 압박감 - 소변이나 대변에 혈액이 섞여 나옴 - 원인을 알 수 없는 코피 - 영아의 경우 설명할 수 없는 과민 반응 뇌출혈: 심한 혈우병을 가진 사람들은 머리를 가볍게 부딪히는 것만으로도 뇌출혈이 발생할 수 있습니다. 이는 드물지만 발생할 경우 가장 심각한 합병증 중 하나입니다. 뇌출혈의 징후와 증상으로는 다음과 같은 것들이 있습니다: - 고통스럽고 오래 지속되는 두통 - 반복적인 구토 - 졸음 또는 무기력 - 복시(겹쳐 보임) - 갑작스러운 약화 또는 서"
대장암,"대장암의 징후와 증상에는 다음과 같은 것들이 포함됩니다: 설사나 변비, 또는 대변의 굳기 변화 등 지속적인 배변 습관의 변화, 직장 출혈이나 대변에 피가 섞여 나오는 경우, 복부 경련, 가스, 통증 등 지속적인 복부 불편감, 장이 완전히 비워지지 않은 느낌, 무기력감이나 피로, 설명되지 않는 체중 감소 등이 있습니다. 많은 대장암 환자들은 초기 단계에서는 증상을 경험하지 않을 수 있습니다. 증상이 나타날 경우, 암의 크기와 대장의 위치에 따라 증상이 다르게 나타날 수 있습니다."
경추 척추증,"허리 통증, 팔다리의 무력감, 목 통증, 균형 감각 상실"
원추각막증,"각막확장증의 증상은 질병이 진행됨에 따라 변화할 수 있습니다. 주요 증상으로는 다음과 같은 것들이 있습니다: - 흐릿하거나 왜곡된 시야 - 밝은 빛과 눈부심에 대한 민감성 증가로 인한 야간 운전 시의 문제 - 안경 처방의 빈번한 변경 필요 - 갑작스러운 시력 악화 또는 흐려짐 이러한 증상들은 시간이 지남에 따라 점차 심해질 수 있으므로, 증상이 나타나면 즉시 안과 전문의와 상담하는 것이 중요합니다."
급성 이완성 척수염,"급성 이완성 척수염의 가장 흔한 징후와 증상은 다음과 같습니다: - 갑작스러운 팔이나 다리의 약화 - 갑작스러운 근육 긴장도 상실 - 갑작스러운 반사 작용 상실 다른 가능한 징후와 증상은 다음과 같습니다: - 눈을 움직이기 어려움 또는 눈꺼풀 처짐 - 얼굴 처짐 또는 약화 - 삼키기 어려움 또는 발음이 어눌해짐 - 팔, 다리, 목 또는 등의 통증 드물게 나타날 수 있는 증상은 다음과 같습니다: - 감각이 둔해지거나 저림 - 소변을 보지 못함 심각한 증상으로는 호흡에 관여하는 근육이 약해져 호흡 부전이 발생할 수 있습니다. 또한, 생명을 위협할 수 있는 체온 변화와 혈압 불안정이 발생할 가능성도 있습니다."
소화성 궤양 질환,위가 타는 듯한 느낌이 있다가 사라지기를 반복합니다. 식사할 때나 누워 있을 때 증상이 더 심해집니다. 또한 속쓰림과 소화불량도 있습니다.
척추후만증,"경미한 척추 후만증은 눈에 띄는 징후나 증상을 나타내지 않을 수 있습니다. 사실, 상부 등은 자연적으로 약간의 후만증을 가지고 있습니다. 그러나 과도한 만곡이 있는 사람들은 허리 통증과 뻣뻣함을 경험할 수 있습니다."
편두통,"저는 한동안 두통을 겪고 있습니다. 두통이 매우 심하고 오래 지속됩니다. 또한 메스꺼움, 구토, 빛과 소리에 대한 민감함도 함께 나타납니다."
혈소판증가증,"혈소판 수치가 높은 사람들은 대개 특별한 징후나 증상이 나타나지 않습니다. 증상이 나타날 경우, 주로 혈전과 관련이 있습니다. 예를 들어, 두통, 혼란 또는 언어 변화, 가슴 통증, 호흡 곤란과 메스꺼움, 쇠약감, 손이나 발의 타는 듯한 통증 등이 있습니다. 드물게, 혈소판 수치가 매우 높을 경우 출혈이 발생할 수 있습니다. 이로 인해 코피, 멍, 입이나 잇몸에서의 출혈, 혈변 등이 나타날 수 있습니다."
고혈압,두통과 가슴 통증이 있습니다. 또한 어지럽고 불안정한 느낌이 들며 집중하는 데 어려움을 겪고 있습니다.
음경 지속 발기증,"음경 지속발기증의 증상은 유형에 따라 다릅니다. 주요 유형은 허혈성 지속발기증과 비허혈성 지속발기증입니다. **허혈성 지속발기증** 허혈성 지속발기증, 또는 저유량 지속발기증은 음경에서 혈액이 빠져나가지 못해 발생합니다. 이는 음경의 정맥을 통해 혈액이 흐르지 못하거나 음경의 발기 조직 내 평활근 수축에 문제가 생겨 혈액이 갇히는 경우입니다. 허혈성 지속발기증은 더 흔한 유형이며, 음경 조직에 산소 공급이 부족해 합병증이 발생할 수 있으므로 즉각적인 의료 조치가 필요합니다. 증상은 다음과 같습니다: - 4시간 이상 지속되거나 성적 관심이나 자극과 무관한 발기 - 음경의 몸통은 단단하지만 음경의 끝부분(귀두)은 부드러움 - 점점 심해지는 음경 통증 **간헐적 지속발기증** 간헐적 지속발기증, 또는 재발성 지속발기증은 허혈성 지속발기증의 한 형태입니다. 드문 상태로, 반복적인 장시간 발기가 발생하며 종종 허혈성 지속발기증 에피소드를 포함합니다. 이는 비정상적으로 모양이 변형된 적혈구(겸상적혈구병)를 특징으로"
감기,저는 재채기를 많이 하고 코가 계속 흐릅니다. 또한 매우 피곤하고 머리가 아픕니다. 열도 있는 것 같습니다.
지카 바이러스,"지카 바이러스에 감염된 사람 중 5명 중 4명은 증상이 나타나지 않습니다. 증상이 나타날 경우, 보통 감염된 모기에 물린 후 2일에서 14일 사이에 시작됩니다. 증상은 대개 약 일주일 정도 지속되며, 대부분의 사람들은 완전히 회복합니다. 지카 바이러스의 가장 흔한 증상으로는 다음과 같은 것들이 있습니다: - 가벼운 발열 - 발진 - 관절 통증, 특히 손이나 발에서 발생 - 충혈된 눈 (결막염) 그 외에 나타날 수 있는 증상으로는 다음과 같은 것들이 있습니다: - 근육통 - 두통 - 눈 통증 - 피로감 또는 전반적인 불편감 - 복통"
계절성 정서 장애,"대부분의 경우, 계절성 정서 장애(SAD) 증상은 늦가을이나 초겨울에 나타나며, 봄과 여름의 화창한 날씨가 되면 사라집니다. 드물게는 반대 패턴을 보이는 사람들도 있는데, 이들은 봄이나 여름에 증상이 시작됩니다. 어느 경우든 증상은 처음에는 가벼울 수 있지만 계절이 진행됨에 따라 더 심해질 수 있습니다. SAD의 징후와 증상은 다음과 같습니다: - 거의 매일 하루 종일 무기력하고 슬프거나 우울한 기분 - 한때 즐겼던 활동에 대한 흥미 상실 - 에너지가 부족하고 나른함 - 과도한 수면 문제 - 탄수화물에 대한 갈망, 과식 및 체중 증가 - 집중력 저하 - 절망감, 무가치함 또는 죄책감 - 삶을 포기하고 싶은 생각 가을 및 겨울 SAD: 겨울에 시작되는 SAD, 때때로 겨울 우울증이라고도 불리는 증상은 다음을 포함할 수 있습니다: - 과도한 수면 - 식욕 변화, 특히 탄수화물이 많은 음식에 대한 갈망 - 체중 증가 - 피로감 또는 에너지 부족 봄 및 여름 SAD: 여름에 시작되는 계절성 정서 장애, 때때로 "
피부근염,"피부근염의 징후와 증상은 갑작스럽게 나타날 수도 있고, 시간이 지나면서 서서히 나타날 수도 있습니다. 가장 흔한 징후와 증상으로는 다음과 같은 것들이 있습니다: 피부 변화. 보라색 또는 어두운 붉은색의 발진이 얼굴과 눈꺼풀, 손가락 관절, 팔꿈치, 무릎, 가슴, 등에 가장 흔하게 발생합니다. 이 발진은 가렵고 통증을 유발할 수 있으며, 종종 피부근염의 첫 번째 징후로 나타납니다. 근육 약화. 진행성 근육 약화는 엉덩이, 허벅지, 어깨, 상완, 목과 같이 몸통에 가까운 근육에 영향을 미칩니다. 이 약화는 신체의 좌우 양쪽에 모두 영향을 미치며, 시간이 지남에 따라 점차 악화되는 경향이 있습니다."
난독증,"난독증의 징후는 아이가 학교에 들어가기 전에는 알아차리기 어려울 수 있지만, 몇 가지 초기 단서가 문제를 나타낼 수 있습니다. 아이가 학교에 들어가면, 교사가 문제를 처음으로 알아차릴 수 있습니다. 난독증의 심각성은 다양하지만, 아이가 읽기를 배우기 시작하면서 상태가 명확해지는 경우가 많습니다. 학교에 들어가기 전 어린 아이가 난독증 위험이 있을 수 있는 징후는 다음과 같습니다: - 말하기 시작이 늦음 - 새로운 단어를 배우는 속도가 느림 - 단어의 소리를 뒤집거나 비슷한 소리의 단어를 혼동하는 등 단어를 정확하게 형성하는 데 어려움 - 글자, 숫자, 색깔을 기억하거나 이름을 대는 데 문제 - 동요를 배우거나 운율 게임을 하는 데 어려움 학교 연령 아이가 학교에 들어가면 난독증 증상이 더 명확해질 수 있습니다. 이러한 증상에는 다음이 포함됩니다: - 나이에 비해 기대되는 수준보다 훨씬 낮은 읽기 능력 - 들은 내용을 처리하고 이해하는 데 문제 - 적절한 단어를 찾거나 질문에 대한 답을 형성하는 데 어려움"
페니실린 알레르기,"약물 발진은 일반적으로 새로운 약물을 복용한 후 2주 이내에 시작되며, 처음에는 개별적인 붉은 반점으로 나타나 몸의 넓은 부위로 퍼집니다. 페니실린 알레르기의 징후와 증상은 약물을 복용한 후 보통 1시간 이내에 발생하지만, 드물게는 몇 시간, 며칠 또는 몇 주 후에 나타날 수 있습니다. 페니실린 알레르기의 징후와 증상에는 다음이 포함될 수 있습니다: - 피부 발진 - 두드러기 - 가려움 - 발열 - 부종 - 호흡 곤란 - 쌕쌕거림 - 콧물 - 가렵고 눈물이 나는 눈 - 아나필락시스 아나필락시스는 드물지만 생명을 위협하는 알레르기 반응으로, 신체 시스템의 광범위한 기능 장애를 초래합니다. 아나필락시스의 징후와 증상은 다음과 같습니다: - 기도와 목이 조여져 호흡 곤란 - 메스꺼움 또는 복부 경련 - 구토 또는 설사 - 어지러움 또는 현기증 - 약하고 빠른 맥박 - 혈압 강하 - 발작 - 의식 상실 페니실린 알레르기로 인한 지연 반응은 약물에 노출된 후 며칠 또는 몇 주 후에 발생하며, 약물 복용을 중단한 "
애완동물 알레르기,"반려동물 알레르기로 인한 비강 염증 증상은 다음과 같습니다: 재채기, 콧물, 가렵고 붉거나 눈물이 나는 눈, 코막힘, 가려운 코, 입천장 또는 목, 후비루, 기침, 얼굴 압박감과 통증, 자주 깨는 것, 눈 밑이 부풀고 푸르게 변하는 피부. 어린이의 경우, 코를 자주 위로 문지르는 행동이 나타날 수 있습니다. 반려동물 알레르기가 천식에 영향을 미치는 경우 다음과 같은 증상이 나타날 수 있습니다: 호흡 곤란, 가슴 답답함 또는 통증, 숨을 내쉴 때 들리는 휘파람 소리 또는 쌕쌕거림, 숨 가쁨, 기침 또는 쌕쌕거림으로 인한 수면 장애. 피부 증상 반려동물 알레르기가 있는 일부 사람들은 알레르기성 피부염으로 알려진 피부 증상을 경험할 수 있습니다. 이 유형의 피부염은 면역 체계 반응으로 인한 피부 염증을 유발합니다. 알레르기를 유발하는 반려동물과 직접 접촉하면 알레르기성 피부염이 발생할 수 있으며, 다음과 같은 증상이 나타날 수 있습니다: 부풀고 붉은 피부 발진(두드러기), 습진, 가려운 피부."
수두,몸 전체에 작은 붉은 발진이 많이 생겼습니다. 이 발진들은 가렵고 불편합니다. 또한 열이 나고 두통도 있습니다.
신생아 황달,"피부와 눈의 흰자위가 노랗게 변하는 것은 신생아 황달의 주요 증상으로, 보통 출생 후 2일에서 4일 사이에 나타납니다. 신생아 황달을 확인하려면 아기의 이마나 코를 부드럽게 눌러보세요. 눌렀던 부위의 피부가 노랗게 보인다면, 아기가 경미한 황달을 앓고 있을 가능성이 높습니다. 아기가 황달이 없다면, 피부색은 잠시 동안 정상 색보다 약간 밝게 보일 것입니다. 아기를 검사할 때는 자연광이 가장 좋으며, 좋은 조명 조건에서 확인하는 것이 좋습니다."
용혈성 요독 증후군,"용혈성 요독 증후군(HUS)의 징후와 증상은 원인에 따라 다를 수 있습니다. 대부분의 HUS 사례는 특정 대장균(E. coli) 균주에 의한 감염으로 발생하며, 이는 먼저 소화기관에 영향을 미칩니다. 이러한 형태의 HUS의 초기 징후와 증상은 다음과 같습니다: - 종종 혈변을 동반하는 설사 - 복통, 경련 또는 복부 팽만감 - 구토 - 발열 모든 형태의 HUS는 원인에 관계없이 혈관을 손상시킵니다. 이러한 손상은 적혈구가 파괴되어 빈혈을 일으키고, 혈관 내 혈전이 형성되며, 신장 손상을 초래합니다. 이러한 변화의 징후와 증상은 다음과 같습니다: - 창백한 피부색, 특히 볼과 아래 눈꺼풀 안쪽의 핑크색이 사라짐 - 극심한 피로 - 숨 가쁨 - 쉽게 멍이 들거나 원인 모를 멍 - 코와 입에서의 비정상적인 출혈 - 소변량 감소 또는 소변에 혈액이 섞임 - 다리, 발 또는 발목의 부종, 드물게 얼굴, 손, 발 또는 전신의 부종 - 혼란, 발작 또는 뇌졸중 - 고혈압 의사를 만나야 할 때: 본인이나 자녀가 혈변을"
뎅기열,자주 구토를 하고 있으며 그로 인해 식욕을 잃었습니다. 또한 관절과 허리가 항상 아픕니다.
정맥류,"저는 다리에 통증이 있으며, 오래 서 있거나 걸을 때 통증이 더 심해집니다. 또한, 경련이 있으며 오래 달릴 수가 없습니다."
수두,저는 작은 돌기가 있는 발진이 있으며 가렵고 아픕니다. 또한 열이 나고 피로감을 느낍니다.
경추 척추증,허리 통증과 기침이 있으며 팔다리에 힘이 없습니다. 목이 아프고 어지러우며 균형을 잡기 어려운 증상이 있습니다.
우유 알레르기,"우유 알레르기의 증상은 개인마다 다르며, 우유나 유제품을 섭취한 후 몇 분에서 몇 시간 내에 나타날 수 있습니다. 즉각적인 우유 알레르기 증상으로는 두드러기, 쌕쌕거림, 입술이나 입 주변의 가려움 또는 따끔거림, 입술, 혀 또는 목의 부기, 기침이나 호흡 곤란, 구토 등이 있습니다. 시간이 지나면서 나타날 수 있는 증상으로는 혈액이 섞인 묽은 변이나 설사, 복부 경련, 콧물, 눈물, 아기에게서 나타나는 산통 등이 있습니다. 우유 알레르기와 우유 불내증의 차이점은, 진정한 우유 알레르기는 면역 체계가 관여하는 반면, 우유 단백질 불내증이나 유당 불내증은 면역 체계와 관련이 없다는 것입니다. 우유 불내증은 우유 알레르기와는 다른 치료가 필요하며, 일반적인 증상으로는 우유나 유제품 섭취 후 발생하는 복부 팽만감, 가스, 설사 등이 있습니다. 우유 알레르기는 아나필락시스를 유발할 수 있으며, 이는 기도를 좁히고 호흡을 막을 수 있는 생명을 위협하는 반응입니다. 우유는 땅콩과 견과류에 이어 아나필락시스를 유발하는"
일차 진행성 실어증,"원발성 진행성 실어증의 증상은 뇌의 언어 영역 중 어느 부분이 영향을 받느냐에 따라 다르게 나타납니다. 이 상태는 세 가지 유형으로 나뉘며, 각각 다른 증상을 유발합니다. 1. **의미 변이형 원발성 진행성 실어증**: - 구어 또는 문어를 이해하는 데 어려움이 있으며, 특히 단어 하나하나를 이해하는 데 문제가 있습니다. - 단어의 의미를 이해하는 데 어려움을 겪습니다. - 사물의 이름을 대는 데 어려움을 겪습니다. 2. **로고페닉 변이형 원발성 진행성 실어증**: - 단어를 떠올리거나 대체 단어를 찾는 데 어려움이 있습니다. - 말을 할 때 단어를 찾느라 자주 멈춥니다. - 구나 문장을 반복하는 데 어려움을 겪습니다. 3. **비유창-무문법 변이형 원발성 진행성 실어증**: - 구어와 문어 모두에서 문법이 좋지 않습니다. - 복잡한 문장을 이해하는 데 어려움을 겪습니다. - 문법을 잘못 사용하는 경우가 있습니다. - 발음 오류(구어 실행증이라고 함)와 같은 말하기 문제를 동반할 수 있습니다. **원인"
정강이 통증,"정강이 통증이 있을 경우, 정강이뼈의 안쪽 부분에 압통, 통증 또는 불편함을 느낄 수 있으며, 종아리에 약간의 부기가 발생할 수 있습니다. 초기에는 운동을 멈추면 통증이 사라질 수 있지만, 시간이 지나면 통증이 지속적으로 나타나고 스트레스 반응이나 피로 골절로 발전할 수 있습니다. 의사를 찾아야 할 시기: 휴식, 얼음찜질, 일반 의약품 진통제를 사용해도 정강이 통증이 완화되지 않는다면 의사와 상담하십시오."
장티푸스,"며칠째 설사를 하고 있습니다. 변이 묽고 물처럼 나오며, 화장실에 자주 가야 합니다. 또한 메스꺼움을 느끼고 식욕이 떨어졌습니다. 약간의 열도 있습니다."
천골 함몰,"천골 함몰은 허리 아래쪽, 보통 엉덩이 사이의 주름 바로 위에 있는 피부의 오목한 부분이나 구멍을 의미합니다. 대부분의 천골 함몰은 작고 얕습니다. 이 상태는 선천적으로 태어날 때부터 존재하며, 특별한 원인은 알려져 있지 않습니다. 드물게 천골 함몰은 척추나 척수의 심각한 기형과 관련이 있을 수 있습니다. 예를 들어 척추가 척수를 제대로 감싸지 못하는 경미한 형태의 척추갈림증(척추이분증)이 있을 수 있으며, 대부분의 경우 증상이 없고 치료가 필요하지 않습니다. 또한, 척수가 척추관 내에서 자유롭게 움직이지 못하고 제한되는 척수 견인 증후군이 발생할 수 있습니다. 이 경우 다리의 약화나 무감각, 방광 또는 장의 실금 등의 증상이 나타날 수 있습니다. 천골 함몰 주변에 털 뭉치, 피부 태그, 혹, 특정 유형의 피부 변색이 동반될 경우 이러한 척추 문제의 위험이 증가할 수 있습니다."
심부정맥혈전증,"심부정맥혈전증(DVT)의 증상은 다음과 같습니다: 다리 부종, 종아리에서 시작되는 경우가 많은 다리 통증, 경련 또는 불편감, 다리 피부색의 변화(피부색에 따라 붉거나 보라색으로 변할 수 있음), 영향을 받은 다리의 따뜻한 느낌. 심부정맥혈전증은 눈에 띄는 증상이 없이 발생할 수도 있습니다."
편두통,"두통, 시야 흐림, 그리고 위산 역류 증상이 있습니다. 이러한 증상들이 저를 괴롭히고 일상 활동에 지장을 주고 있습니다."
수두,"제 몸 전체에 붉은 반점이 많이 생겼습니다. 가려움증이 있으며, 열이 나고 두통이 있으며 매우 피곤합니다."
말단비대증,"말단비대증의 일반적인 증상 중 하나는 손과 발이 커지는 것입니다. 예를 들어, 이전에 잘 맞던 반지가 맞지 않거나 신발 사이즈가 점점 커지는 것을 발견할 수 있습니다. 또한, 말단비대증은 얼굴 모양의 점진적인 변화를 일으킬 수 있습니다. 예를 들어, 아래턱과 눈썹뼈가 돌출되거나 코가 커지고, 입술이 두꺼워지며, 치아 사이 간격이 넓어질 수 있습니다. 말단비대증은 천천히 진행되는 경향이 있어 초기 증상은 수년간 눈에 띄지 않을 수 있습니다. 때때로 사람들은 예전 사진과 최근 사진을 비교하면서 신체 변화를 알아차리기도 합니다. 전반적으로 말단비대증의 징후와 증상은 사람마다 다를 수 있으며, 다음과 같은 증상이 포함될 수 있습니다: - 손과 발의 비대 - 얼굴 뼈, 입술, 코, 혀 등 얼굴 부위의 비대 - 거칠고, 기름지며 두꺼워진 피부 - 과도한 발한과 체취 - 작은 피부 돌기(피부 태그) - 피로감과 관절 또는 근육 약화 - 통증과 제한된 관절 운동성 - 성대와 부비동이 커져서 목소리가 깊고 쉰 소리가 남"
가성통풍,"가성통풍은 주로 무릎에 영향을 미칩니다. 덜 흔하게는 손목과 발목에 영향을 줄 수 있습니다. 가성통풍 발작이 발생하면, 영향을 받은 관절은 대개 다음과 같은 증상을 보입니다: 부종, 열감, 심한 통증."
신증후군,"신증후군의 징후와 증상에는 다음과 같은 것들이 포함됩니다: 특히 눈 주위와 발목, 발에 심한 부종(부기) 소변에 과도한 단백질로 인한 거품 소변 체액 저류로 인한 체중 증가 피로 식욕 부진"
절도광,"클레프토마니아(절도광)의 증상은 다음과 같습니다: - 필요하지 않은 물건을 훔치고 싶은 강한 충동을 억제하지 못함 - 절도 전 긴장, 불안 또는 흥분이 증가함 - 절도 중 쾌감, 안도감 또는 만족감을 느낌 - 절도 후 심한 죄책감, 후회, 자기혐오, 수치심 또는 체포에 대한 두려움을 느낌 - 충동이 다시 나타나고 클레프토마니아의 사이클이 반복됨 특징: 클레프토마니아를 가진 사람들은 일반적인 절도범과는 다른 특징을 보입니다. 이들은 개인적인 이익을 위해서나, 장난, 복수, 반항심 때문에 물건을 훔치는 것이 아닙니다. 단지 충동이 너무 강해서 저항할 수 없기 때문에 훔치는 것입니다. 클레프토마니아의 에피소드는 보통 계획 없이 갑작스럽게 발생하며, 다른 사람의 도움 없이 이루어집니다. 대부분의 클레프토마니아 환자는 상점과 같은 공공장소에서 물건을 훔치며, 때로는 파티와 같은 자리에서 친구나 지인의 물건을 훔치기도 합니다. 훔친 물건은 클레프토마니아 환자에게 아무런 가치가 없으며, 그 물건을 살 수 있는 경제적"
감기,"최근에 몸이 많이 안 좋습니다. 콧물이 나고, 열이 있으며, 기침도 많이 하고 있습니다. 또한, 매우 피곤하고 식욕도 별로 없습니다."
고혈압,"두통, 가슴 통증, 어지러움, 집중력 저하"
폐렴,며칠 동안 정말 아팠습니다. 열이 나고 숨이 가쁘며 가래가 많이 나옵니다. 가슴이 아프고 심장이 빠르게 뛰고 있습니다.
약물 반응,저는 최근에 체중이 많이 늘어서 현재 매우 비만 상태입니다. 식욕과 욕구가 이전과 다르게 변했습니다. 최근에 우울증 치료를 위해 새로운 약을 복용하고 있습니다.
수두,"온몸에 발진이 나고 심한 가려움을 느끼고 있습니다. 또한, 매우 피곤하고 식욕이 없습니다."
약물 반응,머리카락이 빠지고 점점 가늘어지고 있습니다. 두피가 건조하고 가려우며 비듬이 있습니다. 피부도 건조합니다.
저혈당증,"피로, 불안, 발한, 두통, 메스꺼움, 시야 흐림 및 왜곡, 과도한 허기, 입술 건조 및 따끔거림, 발음이 어눌해짐, 과민성, 심계항진"
홍채염,"홍채염은 한쪽 눈 또는 양쪽 눈에 발생할 수 있으며, 보통 갑자기 나타나며 최대 3개월까지 지속될 수 있습니다. 홍채염의 징후와 증상으로는 다음과 같은 것들이 있습니다: 눈의 발적, 영향을 받은 눈의 불편감이나 통증, 빛에 대한 민감성, 시력 저하. 몇 시간 또는 며칠에 걸쳐 갑자기 발생하는 홍채염은 급성 홍채염이라고 합니다. 증상이 점진적으로 나타나거나 3개월 이상 지속되는 경우는 만성 홍채염을 나타냅니다."
부신암,"부신암의 징후와 증상은 다음과 같습니다: - 체중 증가 - 근육 약화 - 피부에 분홍색 또는 보라색의 스트레치 마크 - 여성의 경우 호르몬 변화로 인한 얼굴에 과도한 털, 머리카락 탈모, 불규칙한 생리 - 남성의 경우 호르몬 변화로 인한 유방 조직 확대 및 고환 축소 - 메스꺼움 - 구토 - 복부 팽만감 - 허리 통증 - 발열 - 식욕 부진 - 의도하지 않은 체중 감소 원인: 부신암의 정확한 원인은 명확하지 않습니다. 부신암은 부신 세포의 DNA에 변화(돌연변이)가 생길 때 발생합니다. 세포의 DNA는 세포가 무엇을 해야 하는지를 지시하는 정보를 담고 있습니다. 돌연변이는 세포가 통제 불가능하게 증식하고, 건강한 세포가 죽어야 할 때 계속 살아남도록 지시할 수 있습니다. 이렇게 되면 비정상적인 세포가 축적되어 종양을 형성합니다. 종양 세포는 떨어져 나가 다른 신체 부위로 퍼질(전이) 수 있습니다. 위험 요인: 부신암은 특정 암의 위험을 증가시키는 유전적 증후군을 가진 사람들에게 더 자주 발생합니다. 이러"
마비 뇌출혈,"구토, 두통, 신체 한쪽의 무력감"
