label,text
사구체질환,"사구체 질환의 종류에 따라 증상은 다양하게 나타나지만 대표적으로 나타나는 증상 및 징후는 단백뇨, 혈뇨, 염분 저류에 따른 부종, 고혈압, 신기능의 감소입니다. 정상적으로 사구체가 기능하는 경우 단백질과 적혈구가 몸 밖으로 빠져나가면 안되기 때문에 소변 검사에서 단백질과 적혈구는 검출되지 않아야 합니다. 그러나 다양한 원인에 의해 사구체가 손상되면 단백질이나 적혈구가 몸 밖으로 빠져나와 소변에서 검출되게 됩니다. 정상적으로 소변을 통한 단백질 배출은 하루 150mg 미만이어야 합니다. 그런데 이 양을 벗어난 범주의 단백뇨가 소변에서 검출되면 사구체 질환을 의심해 볼 수 있습니다. 소변에서 적혈구가 현미경으로 관찰되고 그 형태가 변형이 되어 있다면 사구체를 벗어나면서 형태가 변화했을 것으로 예상되기 때문에 사구체 질환을 의심해 볼 수 있습니다. 이러한 증상 및 징후들이 나타나는 정도와 진행 속도를 기반으로 다음과 같이 사구체 질환의 5가지 임상 증후군을 나눌 수 있습니다. 1. 무증상 요검사 이상(Asymptomatic urinary abnormality) 환자가 주관적으로 느끼는 증상은 전혀 없는 상태에서 우연히 시행한 소변 검사에서 이상을 보이는 경우입니다. 학교 검진 혹은 직장 검진에서 단백뇨 혹은 혈뇨가 발견되어 내원하는 경우가 대표적인 예입니다. 이 경우 환자는 부종이나 거품뇨, 소변 색의 변화와 같은 증상을 느끼지 못합니다. 우리나라에서는 신장 질환의 조기 진단을 위해 학교 기반의 소변 검사를 정기적으로 수행하고 있어 무증상적 요 검사 이상으로 병원을 방문하는 환자가 많은 편입니다.  2. 급성 신염 증후군(Acute nephritic syndrome) 갑자기 발생한 혈뇨 및 부종, 고혈압을 특징으로 하는 증후군입니다. 환자가 콜라색의 소변을 보거나 소변에 거품이 생기면서 붓는 증상으로 병원에 오게 됩니다. 혈액 검사 및 소변 검사를 해보면 과량의 단백뇨가 확인되고, 사구체 손상으로 나오는 혈뇨가 확인되며, 고혈압과 신장 기능의 저하가 발견되곤 합니다. 우리나라에서 가장 흔한 일차성 사구체 질환인 IgA 신장염 환자에서 흔히 볼 수 있는 소견인데, 이 환자들은 특징적으로 목 감기가 있으면서 2-3일 내에 콜라색 소변이 나오는 증상으로 병원에 오게 됩니다. 3. 신증후군(Nephrotic syndrome) 과량의 단백뇨와 이로 인한 저알부민 혈증, 심한 전신 부종, 그리고 심한 이상 지질 혈증을 동반하는 증후군입니다. 혈뇨를 동반하는 경우도 있지만 그렇지 않은 경우도 있습니다. 과도하게 많은 양의 단백질이 몸 밖으로 배출되고 그 결과 혈액 내의 단백질 농도 마저 과도하게 감소되는 것이 특징입니다. 몸 안의 단백질이 빠져나가 혈액 내 단백질 농도가 감소하면, 혈관 내 삼투압이 감소하고, 결과적으로 혈관 내의 수분 성분이 혈관 밖으로 빠져나가 부종이 발생합니다. 이것은 다시 혈관 내 압력을 떨어뜨려 우리 몸에서 염분과 수분의 배출을 억제하도록 하여 다시 부종을 악화시키는 악순환을 거치게 합니다. 결과적으로 신증후군 환자는 소변에 심한 거품이 발생한 후에 급격한 체중 증가와 심각한 전신 부종을 나타냅니다. 또한 혈액 내 단백질 농도가 감소하면, 우리 몸에서는 보상적으로 다른 단백질을 과도하게 만들어 내는데, 이 과정에서 지질 단백질, 응고 단백질이 과량으로 생성되고 그 결과 아주 심한 고콜레스테롤 혈증이 나타나거나 혈전이 발생하기 쉬운 혈액 상태로 변하게 됩니다. 이 때문에 신증후군 환자들은 과도한 이상 지질 혈증과 혈전 혹은 색전의 합병증을 경험하게 되는 경우가 많습니다. 미세변화 신증후군, 국소 분절 사구체 경화, 막성 사구체 신염은 신증후군으로 발현되는 대표적인 사구체 질환들입니다.  4. 급속 진행형 사구체 신염(Rapidly progressive glomerulonephritis) 일부 사구체 질환은 수주~수개월에 거쳐서 급격히 악화되는 신기능의 감소로 발현되기도 합니다. 단백뇨 혹은 혈뇨가 동반되는 경우도 있지만 분명하지 않은 경우도 있습니다. 고혈압을 동반하기도 하지만 그렇지 않은 경우도 있습니다. 대부분 전신 혈관염에 의해 발생하는 경우가 많기 때문에 전신 위약감이나 쉽게 피로해지는 증상, 체중 감소 등의 전신 증상을 동반하는 경우가 많습니다. 신장 기능이 나빠져 있는 경우가 많은데, 급격히 나빠졌기 때문에 신장 실질의 위축을 동반하지는 않는 경우들이 많습니다. 항기저막 항체 증후군, ANCA 관련 혈관염 등 전신 혈관염과 관련된 사구체 질환에서 보이는 경우가 많고, 이 경우 조직 검사 없이 혈액 검사로 진단되는 경우도 있습니다. 그러나 정확한 진단 및 질환의 급성도를 평가하기 위해서는 역시 신장 조직 검사가 필수적입니다. 5. 만성 사구체 신염(Chronic glomerulonephritis) 특별한 증상이 없이 진단 당시에 이미 신기능 저하가 상당히 진행된 상태로 진단되는 사구체 질환을 의미합니다. 단백뇨나 혈뇨를 동반하는 경우가 많지만 단백뇨의 양이 많지 않아 부종이 드러나지 않거나 육안으로 확인될 정도로 과도한 혈뇨는 발견되지 않는 경우들이 대부분입니다. 대부분 급성기보다는 만성기에 발견되는 경우들이 많고 이 때문에 조직 검사에서도 급성 병변 보다는 만성 병변의 형태로 발견되는 경우가 많습니다. "
사람 브루셀라증,"사람 브루셀라증의 임상 증상은 매우 다양한 것으로 알려져 있으며, 주된 임상 증상은 다음과 같습니다.     브루셀라증 치료를 받은 환자마다 치료의 반응이 다르며, 1주일 이내에 거의 모든 증상이 사라지는 경우도 있고, 오랫동안 만성적으로 지속되는 경우도 있습니다.  성공적인 치료 후에도 오랫동안 지속되는 임상 증상으로는 관절통과 만성피로가 가장 많으며, 일부에서 발열감, 두통, 안구통증, 체중감소, 어지럼증 등이 있습니다. "
사상충증,"잠복기는 1-12개월로 다양하며 감염된 사상충의 종류에 따라 다양한 증상이 나타납니다.  1) 반크롭트사상충증    감염된 경우 발열, 오한, 두통, 근육통 등의 전신증상이 있다가 림프관염과 림프선염이 발생하고, 질병이 만성화되면 마치 코끼리 피부처럼 두꺼워지고 거칠어지는 상피증(elephantiasis)이 발생합니다.  2) 말레이사상충증    반크롭트사상충증의 증상과 비슷하나, 더 가볍게 지나갑니다.  3) 회선사상충증    피하결절, 발진, 소양감, 피부노화 및 피부탄력 감소로 탈장 등의 증상까지도 나타날 수 있습니다.  4) 로아사상충증    피부 아래의 조직 내에서 성충의 이동에 의한 일시적 부종 또는 유주성 부종 등을 보일 수 있습니다.  5) 개심장사상충증   폐 안에서의 성충의 이행에 의해 육아종 형성 등을 보입니다.  6) 피부사상충증    결막이나 피하조직 내 성충의 이행으로 소양감, 일시적 부종 또는 유주성 부종 등을 보일 수 있습니다. "
샤가스병,"샤가스병에 걸린 경우 보통 1-2주 정도의 무증상 잠복기를 거치게 됩니다. 이후 급성기와 만성기 증상으로 진행할 수 있습니다. 1) 급성 샤가스병    샤가스병 초기에는 빈대에 물린 눈꺼풀이 붓고(Romana's sign), 일부 부위의 림프절 염증, 불규칙한 고열, 오한, 권태감, 근육통, 피부 발진 등이 나타나고, 이후 거의 모든 장기와 조직을 침범하여 기능장애를 일으킬 수 있습니다. 보통 이 급성기는 자연적으로 소실되지만, 심한 경우에는 심근염, 심부전, 뇌수막염 등으로 사망할 수 있습니다. 2) 만성 샤가스병    만성 샤가스병 증상으로는 심장비대(부정맥, 심부전, 실신, 뇌혈전증 등 유발) 및 거대식도(흡인성 폐렴 유발), 거대대장(변비, 복통 유발) 등이 나타날  수 있으며 심실 부정맥으로 인하여 갑자기 사망할 수 있습니다. 또한 심근염, 심부전, 뇌수막염 등으로 사망할 수도 있습니다. "
성공적인 모유 수유,"모유 수유 황달​  모유 수유로 인한 황달은 건강한 모유 수유아가 입원하게 되는 흔한 원인 중의 하나입니다. 1~2일간 수유를 중단하면 혈청 빌리루빈이 급격히 감소하며, 그 후 다시 모유 수유를 재개해도 거의 재발하지 않습니다. 심한 경우 광선 치료가 도움이 되며, 잘 회복됩니다. 미숙아에서의 황달은 핵황달이 크게 문제가 될 수 있으나, 만삭아에서의 핵황달은 극히 드뭅니다. 이와는 달리 신생아에서 첫 1주 이내에 모유의 섭취가 부족해 생기는 황달은 조기 모유 황달이라고 합니다. 이는 대개 모유 수유가 충분하지 않아 생긴 탈수나 칼로리 섭취 감소 때문에 발생합니다. 황달이 심하거나 모유를 중단해도 황달이 오래도록 지속되면 모유 황달이라고 생각하기 전에 다른 전신 질환의 가능성을 고려하여 전문의에게 진료를 받는 것이 좋습니다.  아래와 같은 경우에는 고위험군이라고 할 수 있으니, 병원을 방문하여 진료 받기를 권합니다. - 산모의 당뇨 병력  - 산모의 Rh 음성 혈액형  - 형제의 신생아 황달 병력이 있는 경우  - 조산아의 경우  - 출생시에 멍이 들거나 머리혈종이 크게 형성된 경우  - 수유량이 적은 경우  - 생후 24~36시간 이내에 황달이 발생한 경우  - 혈청 검사에서 혈청 빌리루빈 증가속도가 빠르거나, 만삭아에서 12 mg/dL 이상인 경우 - 직접 빌리루빈이 2 mg/dL 이상인 경우  - 황달이 생후 10~14일 이상 지속되는 경우 "
성대결절,"주된 증상으로는 쉰 목소리로 긴장성의 거친 소리가 나는 경우가 많습니다. 대부분 강하게 성대를 접촉하는 현상이 나타나며, 매우 빠르게 말을 하는 특징이 있습니다. 결절의 위치, 모양, 크기에 따라 음성변화도 다양합니다. 후두 피로, 음성변화, 숨 가쁨, 목의 동통, 발성통, 고음 발성장애 등이 나타날 수 있습니다. 특히 고음을 부드럽게 처리하는 것이 어렵습니다. 결절이 작은 경우에 일상적인 대화에서는 성대결절의 특징적인 음성 변화가 잘 나타나지 않을 수 있지만, 높은 소리를 내면 부드러운 처리가 어렵고 이중음이 나거나 숨소리가 섞어 나올 수 있습니다. 그 밖의 증상으로는 음성에서 비정상적인 음정이 나타납니다. 공명 이상이 나타나며, 특히 비강 공명이 증가하는 경우가 많습니다. 또한 말할 때 음정의 변화가 줄어들게 됩니다. "
성병,"남성에 비해 여성은 성매개감염병이 발생해도 특별한 증상을 느끼지 못하는 경우가 많습니다. 여성의 약 40~60%가 무증상이며, 따라서 적절한 진단과 치료를 받지 않고 성매개감염병을 계속 전파할 수 있습니다. 남성에서는 주로 성매개감염병에 의한 요도염이 발생하여 소변을 볼 때 통증이 있거나 고름이 나오는 등 증상을 쉽게 발견할 수 있지만, 여성에게 흔한 질염, 골반염 등은 감염에 의한 염증 질환이 진행하기 전까지는 증상이 나타나지 않을 가능성이 높습니다. 그러나 여성의 성매개감염병은 자궁과 나팔관을 통해 복막 내부로 퍼지면서 심각한 합병증과 중증 감염을 유발할 수 있으며, 경우에 따라 불임을 초래할 수도 있기 때문에 예방 및 조기 진단과 치료에 더욱 관심을 기울여야 합니다. 1. 인간면역결핍바이러스(human immunodeficiency virus, HIV) 감염과 후천성면역결핍증  감염 후 1~6주의 잠복기가 지나면 감염인의 50% 정도에서 초기 증상, 즉 급성 HIV 증후군이 발생합니다. 심한 감기 또는 독감과 비슷하게 발열, 권태감, 쇠약감, 인후통, 식욕불량, 근육 관절통, 두통, 구역 및 구토, 설사, 복통 등 다양한 증상이 나타납니다. 급성 HIV 증후군은 항레트로바이러스 치료를 시행하지 않아도 대부분 2~3주 이내에 저절로 없어집니다. 또한, 일부 환자에서는 급성 HIV 증후군의 증상이 발생하지 않거나 약하게 발생하여 환자가 느끼지 못하는 경우도 있습니다. 이후 HIV 감염(보균상태)을 진단받고 항레트로바이러스 치료를 지속적으로 시행하면 CD4 양성 림프구 수가 적절하게 유지되고 혈액 내에서 HIV가 검출되지 않는 상태가 오랫동안 지속됩니다. 이런 상태에서는 대부분 특별한 증상이 발생하지 않습니다(무증상기). 그러나 동일한 무증상기라도 HIV 감염 사실을 모르거나 항레트로바이러스 치료를 받지 않는 동안에는 면역기능(특히 CD4 양성 T 림프구수)이 계속 감소하고 타인에게 HIV를 전파시킬 수 있습니다.   CD4 림프구 수가 많이 감소된 상태에서 HIV 감염이 진단되거나, 항레트로바이러스 치료가 적절하게 시행되지 않으면 후천성면역결핍증에 의한 암(카포시 육종, 악성림프종 등), 기회감염(주포폐자충 폐렴, 결핵, 비결핵성미코박테리아 감염, 거대세포바이러스 감염[망막병증, 대장염 등], 칸디다 감염 등), HIV와 관련된 치매가 발생할 수 있습니다.  2. 임질     잠복기가 매우 짧아서 임질균 보균자와의 성접촉 2~7일 후부터 증상이 나타납니다. 요도염이 발생하면 요도의 입구가 빨갛게 헐거나 소변을 볼 때 요도에 타는 듯한 통증을 느낄 수 있으며, 요도의 가려움증, 소변이 자주 마려운 빈뇨, 따끔따끔한 배뇨통이 나타나고, 며칠 후 노란 요도 분비물(고름)이 나옵니다. 남성에서는 뚜렷한 요도염이 발생하여 쉽게 증상을 알 수 있지만, 여성에서는 증상이 없거나 요도염보다 질 또는 자궁경부에 감염이 발생하는 경우가 더 많습니다. 따라서, 초기에 별다른 증상을 느끼지 못하다가 감염과 염증이 진행되면서 자궁과 나팔관을 통해 임질균이 복막 안으로 퍼져 골반염(골반 내 감염)이 발생하면 발열, 근육통 등의 전신감염 증상과 아랫배 통증이 생깁니다. 여성의 임질은 골반염을 일으켜 향후 불임의 원인이 될 수도 있습니다. 임질균이 혈액을 통해 퍼지면 균혈증이 발생하고, 몸의 여러 곳을 침범하여 감염을 일으킬 수 있는데 대표적인 것이 관절염과 심내막염입니다. 임질에 감염된 여성은 출산 시 태아가 질을 통과할 때 아기에게 전염시킬 수 있고, 이는 신생아 실명, 관절염, 생명을 위협하는 혈액감염의 원인이 될 수 있습니다. 따라서, 감염된 임산부는 분만 전에 철저히 치료해야 합니다.   3. 비임균성 요도염(클라미디아감 염증 포함)  임질과 유사한 요도 자극 증상(빈뇨, 야간뇨, 혈뇨, 급뇨, 배뇨통, 요도 가려움증)이 발생할 수 있으나, 임질과 달리 하얀 점액성 분비물이 나옵니다. 일반적으로 비임균성 요도염은 임균성 요도염(임질)보다 증상이 천천히 발생하고 서서히 진행되며 심하지 않은 것이 특징입니다. 그러나, 치료가 더 어렵고 균이 없어지지 않을 가능성이 더 높습니다. 여성은 방광염 증상이 발생할 수 있지만 증상이 없는 경우도 많아서 불임의 원인이 될 수도 있습니다. 남성에서 전립선염이 동반되면, 회음부 불편감, 음낭통, 하복부통을 보이며 부고환염을 동반하기도 합니다.  4. 연성하감  남성에서 훨씬 많이 발생합니다. 성접촉 2~5일 후에 피부가 약간 올라오는 구진이 생기고, 이어서 외부 생식기에 통증이 있고 얕으면서 단단하지 않은 무른 궤양이 여러 개 생깁니다. 시간이 지남에 따라 궤양에서 고름과 같은 분비물이 발생하며, 한쪽 사타구니에 림프절이 커져서 통증이 심한 경우도 있습니다.  5. 성기단순포진  감염된 환자의 일부에서 성접촉 2~10일 후 홍반성 피부 병변과 수포가 생기며 궤양으로 진행됩니다. 남자는 음경의 표면이나 포피의 안쪽에, 여자는 소음순의 안쪽과 그 주위 또는 질 내벽, 심한 경우에는 자궁경부에까지 통증을 동반하는 수포가 발생합니다. 처음에는 좁쌀알 같은 수포의 집합체가 발생하여 2~3일 동안 계속되다가 수포가 터져 진물이 흘러나오고 궤양으로 진행됩니다. 사타구니의 림프절이 커져서 통증이 발생하고 보행에 불편을 느끼기도 합니다.   6. 첨규콘딜롬  다른 성매개감염병보다 훨씬 긴 1~3개월의 잠복기 후 다양한 형태의 콘딜로마가 나타나는데 끝이 뾰족한 첨규형이 가장 흔합니다. 성접촉 시 노출되기 쉬운 귀두, 음경, 음경 포피, 항문 주위에 많이 생깁니다. 한 번에 직경 1~5mm의 사마귀가 여러 개 나타나며, 요도 내에서 발견되기도 합니다. 2기 매독, 전염성 연속종, 편평 사마귀, 양성 및 악성 종양 등과 감별해야 합니다.   7. 매독     (1) 1기 매독(경성하감 - 통증이 없는 생식기 궤양)  경성하감은 매독균 감염 10~90일 후에 발생하는데 가장 중요한 특징은 피부가 허는 궤양이 발생함에도 불구하고 통증이 없다는 것입니다. 연성하감과 다르게 궤양 부위가 단단한 것이 특징입니다. 궤양이 커서 눈으로 분명하게 확인되는 경우도 있지만, 작아서 쉽게 발견되지 않기도 합니다. 작은 궤양은 발견되지 않은 채 저절로 호전되어 매독균에 감염되었는지조차 모를 수 있습니다. 그러나, 경성하감의 크기와는 무관하게 성접촉으로 매독균이 다른 사람에게 전염될 수 있다는 사실에 유의해야 합니다.  (2) 2기 매독(피부발진)  피부 발진은 다양한 모양으로, 몸의 넓은 부위를 차지할 수도 있고 극히 일부에 국한되기도 합니다. 특징적으로 손바닥과 발바닥에 발진이 생기는 경우도 있습니다.  (3) 잠복 매독(조기, 후기 잠복 매독)  아무 증상이 없으며 혈액검사를 통해서만 진단됩니다.  (4) 3기 매독  심혈관 매독의 경우 주로 상행 대동맥을 침범합니다. 신경 매독은 증상이 없다가 뇌막의 혈관에 침범하기도 하며, 척수를 따라 이동하여 점차 발작이나 마비 등의 증상을 나타내기도 합니다.  (5) 선천성 매독  • 조기 선천성 매독 - 성인의 2기 매독과 유사하게 비염, 피부 발진, 피부 벗겨짐 등이 나타나고 뼈의 파괴성 변화로 인한 통증으로 일시적인 마비 증세가 나타날 수 있습니다.  • 후기 선천성 매독 - 치아 변형, 간질성 각막염, 난청 등의 증세가 나타날 수 있습니다.  8. 기타  (1) 트리코모나스증  남성에서는 증상이 없는 경우가 많으나, 드물게 요도 입구에 발적과 고름 같은 분비물이 나타날 수 있습니다. 여성의 경우는 생식기에 소양감과 작열감이 발생하며, 질 점막에 염증에 의한 발적과 함께 고름 같은 분비물이 나타날 수 있습니다.  (2) 사면발이 감염증       사면발이 감염증은 대부분 성접촉에 의해서 전파됩니다. 사면발이 감염증 환자의 30%는 다른 성병을 함께 가지고 있습니다. 접촉 후 한 달에서 수개월이 지난 후에 가려움증을 느낍니다. 증상이 없는 경우도 있지만 대부분 가려움증을 동반하며, 사면발이에 의한 병변은 뚜렷하지 않으나 가려움 때문에 긁어서 나타나는 피부병변이 흔하게 나타납니다. 청색반(하복부, 대퇴부, 얼굴에서 발견되는 청색 또는 회색의 작은 반점)이 특징적인 피부병변이나, 주로 백인에서 발견되며 동양인에서는 드뭅니다. "
성홍열,"1. 잠복기 성홍열의 잠복기는 감염 후 1~7일로, 인두 부위의 통증에 동반되는 갑작스러운 발열(39~40℃), 두통, 구토, 복통, 인두염 등을 보이게 됩니다. 2. 임상증상 성홍열의 임상증상으로는 심한 인후 충혈, 연구개 및 목젖의 출혈반, 딸기혀, 편도선이나 인두 뒤쪽 부위에 점액 농성의 삼출액, 경부 림프절 종창 등이 나타납니다.성홍열의 특징적인 발진은 발열, 인두통, 구토 증상이 생긴 후 12시간~48시간에 발생하고, 몸통의 상부에서 시작하여 팔다리로 퍼져나가는 미만성의 선홍색 작은 구진으로 압력을 가할 때 퇴색하는 것이 특징적인데, 발진 후에는 겨드랑이, 손끝, 엉덩이, 손톱 기부 등에서 피부 박탈이 일어납니다. "
소아 비만,"소아비만은 영아기, 5-7세, 사춘기에 가장 많이 발생하며, 50% 이상이 6세 이전에 시작됩니다. 생후 1년에 체지방률이 25-26%까지 증가하므로 토실토실하게 보여 비만해 보이나 첫 돌이 지나면 대부분 정상 체형으로 됩니다. 그러나 너무 살찐 아이의 경우 유아비만으로 진행되기도 합니다. 1세부터 6세까지는 체중에 비해 키가 상대적으로 빠르게 성장하므로 정상 체형으로 되지만, 3세경부터는 비만에 주의하여야 합니다. 6세부터는 체중이 키보다 빠르게 증가합니다. 따라서 다시 체지방이 증가하므로 4세에서 11세 사이에 시작된 비만의 대부분이 성인비만으로 진행하여 고도비만으로 되는 경우가 많으므로 주의를 요합니다. "
소아의 대소변 가리기,"1. 소변을 못 가리는 아이 아이들의 대소변 가리기는 억지로 해서 되는 것이 아니기 때문에 시간을 두고 천천히 인내심을 가지고 기다리는 것이 좋습니다. 대부분 소변을 못 가리는 아이들의 일차적인 문제는 소변을 보고 싶다고 느끼기만 하고 참을 수 있는 능력이 약해서입니다. 일부에서 특정 질병이나 심리적인 문제와도 연관될 수 있으므로 소변을 가리지 못하는 특정한 원인이 있는지 확인이 필요하기도 합니다. 소변을 못 가리는 주요한 원인은 다음과 같습니다. ˚ 신경적으로 미 성숙된 방광 ˚ 훈련 미숙 ˚ 심리적인 문제가 원인이며, 또는 지속적인 요인으로 작용 ˚ 동반되는 질병 : 당뇨병, 요붕증, 요로 감염, 간질에 수반되는 요실금, 요로의 선천성 결함, 뇌 발달 장애  아이가 여아가 만 5세, 남아가 만 6세까지 소변을 가리지 못하면 소아청소년과 의사에게 질병과의 연관성이 없는지 진료를 받아 보도록 합니다. 2. 대변을 못 가리는 아이 아이들은 대변에 대한 생각이 어른과는 조금 다릅니다. 특히 2세 이후의 아이들은 대변에 대한 소유감 같은 것을 가지고 있는 듯합니다. 이러한 감정은 이중적이어서 변을 가리게 하는 좋은 자극도 되지만 변을 보지 않으려고 하고, 변기를 사용하지 않으려는 이유가 되기도 합니다. 2-3세 아이는 무슨 일이건 자기 방법대로, 자기 혼자 하고 싶어 할 뿐 아니라 부모가 대변을 제대로 가리기를 요구하면 이것을 일방적인 요구로 생각합니다. 그래서 변기에서 일어날 때까지 만이라도 배설물을 몸속에 담아두고 싶어 하는 것입니다. 그러다 보니 변기에서는 누지 않고 변기에서 벗어나 옷을 입히면 실수하는 일이 반복되고 이런 일이 몇 주일간 계속되면 아이는 변기에 앉아있을 때 뿐만 아니라 참을 수 있는 한 오래 변을 참으려고 하여 변비가 생길 수 있습니다. 또한 대변을 참았다가 보면 이미 굵어지고 딱딱해진 변을 봐야 하기 때문에 아이는 굉장한 통증을 느끼게 되고, 이 통증은 나쁜 기억으로 자리 잡게 되고 변비로 이어져 심하면 옷에다 변을 지리는 유분증으로 나타나기도 합니다. 일부 아이에게 특정 질환 때문에 만성 변비와 유분증으로 나타날 수 있으므로, 소아청소년과 의사의 상담을 받는 것이 좋습니다.                                                                                                                                                                                                                                                                                                            <quillbot-extension-portal></quillbot-extension-portal> "
수두와 대상포진,"1. 수두 잠복기는 평균 14~16일이고, 수두 항체가 포함된 면역글로불린을 투여 받은 경우에는 28일 이후까지 더 연장될 수 있고 면역이 저하된 사람에서는 짧아질 수 있습니다. 발진이 나타나기 전에 경증의 전구기가 먼저 있을 수 있는데, 이 때 성인은 1~2일간의 발열과 권태감이 있을 수 있습니다. 그러나 소아의 경우에는 발진이 질병의 첫 번째 징후로 나타나는 경우가 많습니다.  수두 발진은 전신적으로 나타나고 보통 가려움증도 같이 나타나는데, 반점에서 구진, 구진에서 수포로 급속하게 진행합니다. 통상적으로 머리에서 처음으로 나타나고 이후 몸통, 사지로 퍼져 나가는데(centripetal distribution) 주로 몸통 부위에 병변이 나타납니다. 병변은 입안, 호흡기, 질, 결막과 각막 등의 점막 부위에도 발생할 수 있습니다. 병변의 크기는 보통 지름 1~4 mm 정도입니다. 수포는 발적된 기저부에 맑은 액체를 함유하고 있으며, 딱지가 생기기 전에 터지거나 고름이 찬 물집인 농포가 생깁니다. 연속적인 피부 병변의 진행은 수일에 걸쳐 나타나며, 동시에 여러 단계의 발진이같이 나타나는 것이 특징입니다.  수두 백신 접종 후 42일이 지난 후에 야생형 수두 대상포진 바이러스 감염으로 수두가 발생할 수 있는데, 이를 돌파감염(break through infection)이라고 하며, 수두 백신의 보급률이 증가함에 따라 돌파감염의 발생빈도가 증가하고 있습니다. 수두 백신 접종자에게서 발생하는 돌파감염으로 인한 수두는 미접종자에서 발생하는 자연감염으로 인한 수두에 비해 임상 증상이 경미하여 아예 열이 나지 않거나 미열로 나타나고, 발진 개수도 적어 대부분 50개 미만의 구진으로 나타납니다. 이는 흔히 수포로 진행하지 않고 부스럼 딱지가 생기지도 않기 때문에 수두로 진단을 하지 못하는 경우가 많습니다.  건강한 소아는 대부분 경증으로 2~3일간의 권태감, 가려움증, 고열이 나타나고 성인은 소아보다 더 심한 임상증상을 나타낼 수 있으며 합병증이 발생하는 경우도 더 많습니다. 수두로 인한 호흡기와 위장관 증상은 대부분 없습니다. 림프종이나 백혈병이 있는 소아는 고열, 광범위한 수포 형성, 높은 합병증 발생률 등 심한 형태로 진행할 수 있으며, 인간면역결핍바이러스(HIV)에 감염된 소아 역시 증상이 심하고 만성화 되는 질병 경과를 밟기도 합니다.  수두로부터 회복되면 보통의 경우 평생 면역을 얻게 됩니다. 건강한 사람에게서 수두가 두 번째 발병하는 경우는 드물지만, 면역이 저하된 사람에게서는 발생할 수 있습니다.      2. 대상포진  대상포진은 후근신경절에 잠복하고 있던 수두 대상포진 바이러스의 재활성화에 의해서 발생하고, 반복하여 발생합니다. 수두 대상포진 바이러스의 재활성화에 대한 정확한 면역학적 기전은 알려져 있지 않으나, 노화, 면역저하, 자궁 내 수두 대상포진 바이러스 노출, 18개월 이전 수두 이환력 등이 원인으로 추정됩니다. 수두에 대해 면역력을 가지고 있는 인구의 약 30%가 일생동안 한 번쯤은 대상포진에 걸린다고 알려져 있는데 면역이 저하된 사람의 경우 더 잘 발생합니다.  대상포진의 빈도는 50세 이상 연령군에서 급격히 증가하고 65세 이상에서는 젊은 연령층에 비해 발생률이 8~10배가량 높은데, 이는 연령이 증가하면서 수두 대상포진 바이러스에 대한 세포매개면역이 저하되기 때문입니다. 대상포진의 경우 전신적 증상은 거의 발생하지 않고 어느 한쪽으로 침범하는데, 주로 흉부와 허리 피부분절에 가장 많이 발생하고, 5번 뇌신경을 침범하거나 시력에 손상을 주는 눈대상포진으로 나타나기도 합니다. 대상포진에 의한 발진이 나타나기 2~3일 전 통증 및 감각 이상이 나타날 수 있으며 피부분절(dermatome)을 따라 나타난 홍반성 구진이 수포로 변하고 수포는 점차 융합됩니다. 정상 숙주에서는 3~5일 동안 수포가 더 생성되며 7~10일 후에 부스럼 딱지가 되어 치유되는데 피부가 정상으로 되기까지는 1개월이 걸릴 수 있습니다.  대상포진의 특이한 진행단계로서 안면신경마비나 내이신경증상을 동반하는 램지헌트 증후군(Ramsay-Hunt syndrome)이 있으며, 벨마비(Bell's palsy)도 대상포진에 의해 많이 발생한다고 추측되고 있습니다. 면역이 결핍되어 있는 사람은 대상포진이 파종성으로 나타나 피부 발진이 전신적이거나 신경계, 폐와 간까지 침범할 수 있습니다. 대상포진은 소아에게는 흔하지 않고 자궁내 수두(선천 수두 증후군)를 앓았거나 두 번째 생일 이전에 수두를 앓았던 소아에서 발생하는 경향이 있으며, 발생시에 증상이 가볍습니다. "
